TXT_AETHER_ACADEMY = Académie de l'Aether%
TXT_AHOZ = Aho'z%
TXT_AKOTA_FOLLOWER = Disciple d'Akota%
TXT_ANCIENT_ONE = Ancient%
TXT_ANGEL = Ange%
TXT_ARMYTHAS = Armythas%
TXT_ASSASSIN = Assassin%
TXT_ATHEIST = Athéiste%
TXT_BARBARIAN = Barbare%
TXT_BATTLEMAGE = Mage de Guerre%
TXT_BEASTIONA_FOLLOWER = Disciple de Bestiona%
TXT_BEASTMAN = Homme-Bête%
TXT_BIRPHAN = Birphois%
TXT_BRIDGE_TOWN = Ville du Pont%
TXT_CAELIA_FOLLOWER = Disciple de Caelia%
TXT_CELESTIA = Celestia%
TXT_COUNTRYSIDE = Campagnard%
TXT_DARKAY_FOLLOWER = Disciple de Darkay%
TXT_DWARF = Nain%
TXT_ELF = Elfe%
TXT_ELLINKA = Ellinka%
TXT_ENCLAVE = Enclave%
TXT_GODLESS = Sans Dieu%
TXT_GREEN_TOWN = Ville-Verte%
TXT_HUMAN = Humain%
TXT_ORC = Orc%
TXT_PHILLA_FOLLOWER = Disciple de Philla%
TXT_PYRRA_FOLLOWER = Disciple de Pyrra%
TXT_RAGARD_FOLLOWER = Disciple de Ragard%
TXT_RUMINANT = Ruminant%
TXT_SCHOLAR = Savant%
TXT_SCRANEM = Scranem%
TXT_SECLUDED = Reclus%
TXT_SHEEP = Mouton%
TXT_SLOW = Stupide%
TXT_SOLDIER = Soldat%
TXT_TAGRAN = Tagrain%
TXT_TRAVELER = Voyageur%
TXT_WOODLAND = Forestier%
TXT_YARGLEY_FOLLOWER = Disciple de Yargley%
TXT_YLLIAN = Yllian%
