name = TXT_URSIDAN
type = WAY_RACE
race_type = RACE_HUMAN
tier = 8
baseHp = 0
baseMana = 0
baseShield = 15
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 10
baseVisionPower = 6
baseDetectionRange = 1
hpIncr = 4
manaIncr = 1
shieldIncr = 2
damageMultIncr = 3
soulBurnIncr = 0
flowIncr = 0
size = 0.4
height = 1.8
need_to_eat = true
can_eat_food = true
need_to_sleep = true
need_to_think = true
has_soulspark = false
action_time_modifier = 1.0
strike_time_modifier = 1.0
skill_time_modifier = 1.0
movement_time_modifier = 1.0
loot = TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%
effects =
skills =
stances =
tags = ursidan%hibero%aerina%cave_dweller%mountain_dweller%steppe_dweller%used_to_cold%man_eater%omnivorous%
