name = TXT_HOUSE
sizeX = 11
sizeY = 11
sizeZ = 4
outside = false
0 = TXT_VOID
1 = TXT_CUT_STONE
2 = TXT_WOOD
!end
0
1 1 1 1 1 1 1 1 1 1 1
1 2 2 2 2 2 2 2 2 2 1
1 2 2 2 2 2 2 2 2 2 1
1 2 2 2 2 2 2 2 2 2 1
1 1 1 2 2 2 2 2 2 2 1
1 1 1 2 2 2 2 2 2 2 2
1 1 1 2 2 2 2 2 2 2 1
1 2 2 2 2 2 2 2 2 2 1
1 2 2 2 2 2 2 2 2 2 1
1 2 2 2 2 2 2 2 2 2 1
1 1 1 1 1 1 1 1 1 1 1
1
1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1 1 1
2
1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1 1 1
3
1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 0 0 0 0 0 0 0 0 0 1
1 1 1 1 1 1 1 1 1 1 1
# furnitures
FURNITURE_SWITCH.{TXT_TORCH_WALL}{3}{1}{270}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{7}{1}{270}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{3}{9}{90}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{7}{9}{90}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{9}{3}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{9}{7}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{1}{3}{180}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{1}{7}{180}{false}
FURNITURE_SWITCH.{TXT_FIREPLACE}{1}{5}{0}{false}
FURNITURE_SWITCH.{TXT_DOOR}{10}{5}{0}{false}
