name = TXT_CAVE
sizeX = 25
sizeY = 25
sizeZ = 4
outside = false
0 = TXT_WALL_ROCK
1 = TXT_FLOOR_ROCK
2 = TXT_FLOOR_WOOD
3 = TXT_WATER
!end
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0
0 0 0 0 1 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 3
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3
0 0 1 1 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 3 3 3 3 3 0
0 0 1 1 0 0 0 0 0 0 0 0 1 0 1 1 1 3 3 3 3 3 3 0 0
0 0 1 1 0 0 0 0 1 1 1 1 1 3 3 2 2 3 3 3 0 0 0 0 0
0 0 1 1 0 0 1 1 1 3 3 3 3 3 3 2 2 3 0 0 0 0 0 0 0
0 0 1 1 0 1 1 3 3 3 3 3 3 3 0 1 1 0 0 0 0 0 0 0 0
3 0 1 1 1 1 3 3 3 3 1 1 1 3 0 1 1 0 0 0 0 0 0 0 0
3 3 3 3 3 3 3 0 0 3 1 1 1 3 0 1 1 0 0 0 0 0 0 0 0
0 3 3 3 3 3 0 0 0 3 1 1 1 3 0 0 1 1 0 0 0 0 0 0 0
0 0 1 3 3 1 1 0 0 3 3 3 3 3 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 1 1 1 1 0 0 3 3 3 3 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0 0 1 0 0 0 0 1 1 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0
0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0
0 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0
# furnitures
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{2}{11}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{3}{5}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{3}{14}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{8}{18}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{10}{12}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{10}{20}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{13}{19}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{13}{22}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{14}{17}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{16}{19}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_GROUND}{18}{21}{0}{false}

FURNITURE_SWITCH.{TXT_TORCH_WALL}{11}{1}{0}{false}
FURNITURE_SWITCH.{TXT_TORCH_WALL}{13}{1}{180}{false}
