name = TXT_SKELETON_WOLF
type = WAY_RACE
baseHp = 0
baseMana = 0
baseArmor = 8
baseArmorMult = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 10
baseVisionPower = 7
baseDetectionRange = 1
hpIncr = 5
manaIncr = 1
armorMultIncr = 5
damageMultIncr = 10
soulBurnIncr = 0
flowIncr = 0
size = 0.25
need_to_eat = false
can_eat_food = false
need_to_sleep = false
action_time_modifier = 1.F
strike_time_modifier = 1.F
skill_time_modifier = 1.F
movement_time_modifier = 1.F
loot = TXT_BONE%
effects =
skills =
