name = TXT_SHEEP
type = RACE
baseHp = 0
baseMana = 0
baseArmor = 5
baseArmorMult = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 5
manaIncr = 1
armorMultIncr = 2
damageMultIncr = 25
soulBurnIncr = 0
flowIncr = 0
size = 0.25
need_to_eat = true
can_eat_food = false
need_to_sleep = true
action_time_modifier = 1.F
strike_time_modifier = 1.F
skill_time_modifier = 1.F
movement_time_modifier = 1.F
loot = TXT_LAMB%TXT_LAMB%TXT_LAMB%TXT_LAMB%TXT_LAMB%
effects =
skills =
