name = TXT_ANCIENT_ONE
type = RACE
baseHp = 0
baseMana = 0
baseArmor = 25
baseArmorMult = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 50
manaIncr = 50
armorMultIncr = 10
damageMultIncr = 10
soulBurnIncr = 10
flowIncr = 10
size = 2.5
need_to_eat = true
can_eat_food = true
need_to_sleep = true
action_time_modifier = 1.F
strike_time_modifier = 1.F
skill_time_modifier = 1.F
movement_time_modifier = 1.F
loot =
effects =
skills =
