name = TXT_MURIDAID
type = WAY_RACE
baseHp = 0
baseMana = 0
baseArmor = 8
baseArmorMult = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 10
baseVisionPower = 6
baseDetectionRange = 1
hpIncr = 10
manaIncr = 5
armorMultIncr = 2
damageMultIncr = 1
soulBurnIncr = 0
flowIncr = 0
size = 0.2
need_to_eat = true
can_eat_food = true
need_to_sleep = true
action_time_modifier = 1.F
strike_time_modifier = 1.F
skill_time_modifier = 1.F
movement_time_modifier = 1.F
loot = TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%
effects =
skills =
