name = TXT_MURIDAN
type = WAY_RACE
race_type = RACE_HOMO
tier = 8
baseHp = 0
baseMana = 0
baseShield = 8
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 10
baseVisionPower = 6
baseDetectionRange = 1
hpIncr = 10
manaIncr = 5
shieldIncr = 2
damageMultIncr = 1
soulBurnIncr = 0
flowIncr = 0
size = 0.2
height = 1.4
need_to_eat = true
can_eat_food = true
need_to_think = true
need_to_sleep = true
has_soulspark = false
action_time_modifier = 1.0
strike_time_modifier = 1.0
skill_time_modifier = 1.0
movement_time_modifier = 1.0
loot = TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%TXT_HOMO_MEAT%
effects =
skills =
tags = muridan%beastiona%hibero%cave_dweller%trash_eater%omnivorous%
