name = TXT_WOLF
type = WAY_RACE
race_type = RACE_NATURE
tier = 2
baseHp = 0
baseMana = 0
baseShield = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 10
baseVisionPower = 7
baseDetectionRange = 1
hpIncr = 10
manaIncr = 1
shieldIncr = 0
damageMultIncr = 10
soulBurnIncr = 0
flowIncr = 0
size = 0.25
need_to_eat = true
can_eat_food = true
need_to_sleep = true
has_soulspark = false
action_time_modifier = 1.0
strike_time_modifier = 1.0
skill_time_modifier = 1.0
movement_time_modifier = 1.0
loot = TXT_WOLF_HIDE%
effects =
skills =
