name = TXT_SPARK_HOLDER
type = WAY_RACE_MODIFIER
race_type = RACE_NONE
tier = 10
baseHp = 0
baseMana = 0
baseShield = 0
baseDamageMult = 0
baseSoulBurn = 0
baseFlow = 0
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 0
manaIncr = 0
shieldIncr = 0
damageMultIncr = 0
soulBurnIncr = 0
flowIncr = 0
sizeX = 0.01
sizeY = 0.01
sizeZ = 0.01
need_to_eat = true
can_eat_food = true
need_to_sleep = true
need_to_think = true
has_soulspark = true
action_time_modifier = 1.0
strike_time_modifier = 1.0
skill_time_modifier = 1.0
movement_time_modifier = 1.0
loot =
effects =
skills =
stances =
tags = spark_holder%magus%
