TXT_AETHER_ACADEMY = Aether Academy%
TXT_AHOZ = Aho'z%
TXT_AKOTA_FOLLOWER = Akota's Follower%
TXT_ANCIENT_ONE = Ancient One%
TXT_ANGEL = Angel%
TXT_ARMYTHAS = Armythas%
TXT_ASSASSIN = Assassin%
TXT_ATHEIST = Atheist%
TXT_BARBARIAN = Barbarian%
TXT_BATTLEMAGE = Battlemage%
TXT_BEASTIONA_FOLLOWER = Beastiona's Follower%
TXT_BEASTMAN = Beastman%
TXT_BIRPHAN = Birphan%
TXT_BRIDGE_TOWN = Bridge Town%
TXT_CELESTIA = Celestia%
TXT_COUNTRYSIDE = Countryside%
TXT_DARKAY_FOLLOWER = Darkay's Follower%
TXT_DWARF = Dwarf%
TXT_ELF = Elf%
TXT_ELLINKA = Ellinka%
TXT_ENCLAVE = Enclave%
TXT_GODLESS = Godless%
TXT_GREEN_TOWN = Green Town%
TXT_HUMAN = Human%
TXT_ORC = Orc%
TXT_PYRRA_FOLLOWER = Pyrra's Follower%
TXT_RAGARD_FOLLOWER = Ragard's Follower%
TXT_RUMINANT = Ruminant%
TXT_SCHOLAR = Scholar%
TXT_SCRANEM = Scranem%
TXT_SECLUDED = Secluded%
TXT_SHEEP = Sheep%
TXT_SLOW = Slow%
TXT_SOLDIER = Soldier%
TXT_TAGRAN = Tagran%
TXT_TRAVELER = Traveler%
TXT_WOODLAND = Woodland%
TXT_YARGLEY_FOLLOWER = Yargley's Follower%
TXT_YLLIAN = Yllian%
