name = TXT_CAVE
width = 25
height = 25
outside = false
0 = wall_stone
1 = floor_stone
2 = floor_wood
3 = torch_ground
4 = torch_wall
5 = water
!end
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 0 0 4 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 0 4 1 1 1 1 1 1 1 1 1 1 1 3 1 1 1 1 1 0
0 0 0 0 0 0 1 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 1 1 1 1 1 3 1 1 3 1 1 1 1 1 1 1 0
0 0 0 0 0 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
0 0 0 0 4 1 1 1 1 1 1 1 1 1 3 1 1 1 1 4 0 0 0 0 0
0 0 0 0 1 1 0 0 1 1 1 1 1 1 1 1 1 4 0 0 0 0 0 0 5
0 0 0 1 1 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 5
0 0 1 3 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 5 5 5 5 5 0
0 0 1 1 0 0 0 0 0 0 0 0 1 4 1 1 0 5 5 5 5 5 5 0 0
0 0 1 1 0 0 0 0 1 1 3 1 1 5 5 2 2 5 5 0 0 0 0 0 0
0 0 3 1 0 4 1 1 1 5 5 5 5 5 5 2 2 0 0 0 0 0 0 0 0
0 0 1 1 0 1 1 5 5 5 5 5 5 5 0 1 1 0 0 0 0 0 0 0 0
5 0 1 1 0 1 5 5 5 5 5 5 5 5 0 1 1 0 0 0 0 0 0 0 0
5 5 5 5 1 5 5 0 0 5 1 1 1 5 0 1 1 4 0 0 0 0 0 0 0
0 5 5 5 5 5 0 0 0 5 1 1 1 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 5 1 1 1 0 5 1 1 1 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 3 1 1 1 1 0 0 5 5 5 5 0 0 1 1 0 0 0 0 0 0 0
0 0 1 1 1 0 4 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
0 0 1 1 0 0 0 0 1 1 0 0 4 0 1 1 1 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 1 1 1 1 1 1 1 1 1 4 0 0 0 0 0 0 0 0
0 0 0 0 1 1 1 1 1 1 4 1 1 1 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
