name = TXT_SKELETON_ARCHER
archetype = TXT_VANGUARD
baseHp = 225
baseMana = 150
baseArmor = 15
baseDamage = 20
baseSoulBurn = 20
baseFlow = 20
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 0
manaIncr = 0
armorIncr = 0
damageIncr = 0
soulBurnIncr = 0
flowIncr = 0
items =
weapons = TXT_SHORT_SWORD%
ammunition = TXT_WOOD_ARROW|100%
effects =
skills = TXT_DASH%
head = none
arms = none
legs = TXT_LEATHER_BOOTS
body = TXT_LEATHER_CUIRASS
lantern = none
left_ring = none
right_ring = none
amulet = none
weapon = TXT_SHORT_BOW
