name = TXT_SKELETON_WARDEN
archetype = TXT_GUARDIAN
baseHp = 300
baseMana = 50
baseArmor = 25
baseDamage = 15
baseSoulBurn = 25
baseFlow = 15
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 0
manaIncr = 0
armorIncr = 0
damageIncr = 0
soulBurnIncr = 0
flowIncr = 0
items =
weapons =
ammunition =
effects =
skills =
head = none
arms = none
legs = TXT_IRON_BOOTS
body = TXT_IRON_CUIRASS
lantern = none
left_ring = none
right_ring = none
amulet = none
weapon = TXT_SHORT_SWORD
ammunition = none
