name = TXT_DUELIST
archetype = TXT_VANGUARD
baseHp = 250
baseMana = 200
baseArmor = 20
baseDamage = 25
baseSoulBurn = 25
baseFlow = 40
baseVisionRange = 0
baseVisionPower = 0
baseDetectionRange = 0
hpIncr = 0
manaIncr = 0
armorIncr = 0
damageIncr = 0
soulBurnIncr = 0
flowIncr = 0
items =
weapons =
ammunition =
effects =
skills = TXT_DASH%
head = none
arms = none
legs = TXT_LEATHER_BOOTS
body = TXT_LEATHER_CUIRASS
lantern = none
left_ring = none
right_ring = none
amulet = none
weapon = TXT_SHORT_SWORD
